"File","Line","Subroutine","Routine","Nvar","FieldCount","FieldArgs","ArgCount","Statement"
"set_avg.f90","1348","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgv3d","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgv3d)"
"set_avg.f90","1373","set_avg_tile","mp_exchange3d","2","2","AVERAGE(ng)%avgu3dE | AVERAGE(ng)%avgv3dN","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgu3dE, AVERAGE(ng)%avgv3dN)"
"set_avg.f90","1394","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgw3d","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgw3d)"
"set_avg.f90","1414","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgwvel","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgwvel)"
"set_avg.f90","1434","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgrho","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgrho)"
"set_avg.f90","1455","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgt(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgt(:,:,:,it))"
"set_avg.f90","1476","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgAKv","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgAKv)"
"set_avg.f90","1496","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgAKt","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgAKt)"
"set_avg.f90","1516","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgAKs","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgAKs)"
"set_avg.f90","1537","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgsus","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgsus)"
"set_avg.f90","1555","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgsvs","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgsvs)"
"set_avg.f90","1573","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgbus","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgbus)"
"set_avg.f90","1591","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgbvs","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgbvs)"
"set_avg.f90","1609","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgstf","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgstf)"
"set_avg.f90","1627","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgswf","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgswf)"
"set_avg.f90","1645","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgsrf","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgsrf)"
"set_avg.f90","1666","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgpvor2d","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgpvor2d)"
"set_avg.f90","1684","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgrvor2d","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgrvor2d)"
"set_avg.f90","1704","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgpvor3d","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgpvor3d)"
"set_avg.f90","1724","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgrvor3d","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgrvor3d)"
"set_avg.f90","1745","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgZZ","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgZZ)"
"set_avg.f90","1763","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgU2","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgU2)"
"set_avg.f90","1781","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgV2","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgV2)"
"set_avg.f90","1801","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgUU","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgUU)"
"set_avg.f90","1821","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgVV","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgVV)"
"set_avg.f90","1841","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgUV","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgUV)"
"set_avg.f90","1861","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgHuon","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgHuon)"
"set_avg.f90","1881","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgHvom","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgHvom)"
"set_avg.f90","1902","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgTT(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgTT(:,:,:,it))"
"set_avg.f90","1922","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgUT(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgUT(:,:,:,it))"
"set_avg.f90","1942","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgVT(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgVT(:,:,:,it))"
"set_avg.f90","1962","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgHuonT(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgHuonT(:,:,:,it))"
"set_avg.f90","1982","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgHvomT(:,:,:,it)","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgHvomT(:,:,:,it))"
"set_data.f90","282","set_data_tile","mp_exchange2d","2","2","FORCES(ng)%sustr | FORCES(ng)%svstr","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), FORCES(ng)%sustr, FORCES(ng)%svstr)"
"set_depth.f90","266","set_depth_tile","mp_exchange2d","1","1","h","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), h)"
"set_depth.f90","271","set_depth_tile","mp_exchange3d","1","1","z_w","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), z_w)"
"set_depth.f90","276","set_depth_tile","mp_exchange3d","2","2","z_r | Hz","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), z_r, Hz)"
"set_depth.f90","503","set_depth0_tile","mp_exchange3d","1","1","z_w","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), z_w)"
"set_depth.f90","508","set_depth0_tile","mp_exchange3d","1","1","z_r","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), z_r)"
"set_masks.f90","248","set_masks_tile","mp_exchange2d","4","4","pmask_full | rmask_full | umask_full | vmask_full","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_full, rmask_full, umask_full, vmask_full)"
"set_masks.f90","293","set_masks_tile","mp_exchange2d","4","4","pmask_avg | rmask_avg | umask_avg | vmask_avg","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_avg, rmask_avg, umask_avg, vmask_avg)"
"set_masks.f90","442","set_avg_masks","mp_exchange2d","4","4","pmask_avg | rmask_avg | umask_avg | vmask_avg","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_avg, rmask_avg, umask_avg, vmask_avg)"
"set_massflux.f90","199","set_massflux_tile","mp_exchange3d","2","2","Huon | Hvom","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), Huon, Hvom)"
"set_tides.f90","248","set_tides_tile","mp_exchange2d","1","1","CLIMA(ng)%ssh","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), CLIMA(ng)%ssh)"
"set_tides.f90","395","set_tides_tile","mp_exchange2d","2","2","CLIMA(ng)%ubarclm | CLIMA(ng)%vbarclm","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), CLIMA(ng)%ubarclm, CLIMA(ng)%vbarclm)"
"set_vbc.f90","268","set_vbc_tile","mp_exchange2d","2","2","bustr | bvstr","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), bustr, bvstr)"
"set_zeta.f90","172","set_zeta_tile","mp_exchange2d","2","2","zeta(:,:,1) | zeta(:,:,2)","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), zeta(:,:,1), zeta(:,:,2))"
"step2d.f90","329","step2d_tile","mp_exchange2d","2","2","DUon | DVom","13","CALL mp_exchange2d (ng, tile, iNLM, 2, IminS, ImaxS, JminS, JmaxS, NghostPoints, EWperiodic(ng), NSperiodic(ng), DUon, DVom)"
"step2d.f90","442","step2d_tile","mp_exchange2d","3","3","Zt_avg1 | DU_avg1 | DV_avg1","14","CALL mp_exchange2d (ng, tile, iNLM, 3, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), Zt_avg1, DU_avg1, DV_avg1)"
"step2d.f90","447","step2d_tile","mp_exchange2d","2","2","DU_avg2 | DV_avg2","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), DU_avg2, DV_avg2)"
"step2d.f90","572","step2d_tile","mp_exchange2d","1","1","rzeta(:,:,krhs)","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), rzeta(:,:,krhs))"
"step2d.f90","606","step2d_tile","mp_exchange2d","1","1","zeta(:,:,knew)","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), zeta(:,:,knew))"
"step2d.f90","1275","step2d_tile","mp_exchange2d","2","2","ubar(:,:,knew) | vbar(:,:,knew)","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), ubar(:,:,knew), vbar(:,:,knew))"
"step3d_t.f90","628","step3d_t_tile","mp_exchange4d","1","1","t(:,:,:,nnew,:)","16","CALL mp_exchange4d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), 1, NT(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), t(:,:,:,nnew,:))"
"step3d_uv.f90","764","step3d_uv_tile","mp_exchange3d","4","4","u(:,:,:,nnew) | v(:,:,:,nnew) | Huon | Hvom","17","CALL mp_exchange3d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), u(:,:,:,nnew), v(:,:,:,nnew), Huon, Hvom)"
"step3d_uv.f90","771","step3d_uv_tile","mp_exchange2d","4","4","ubar(:,:,1) | vbar(:,:,1) | ubar(:,:,2) | vbar(:,:,2)","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), ubar(:,:,1), vbar(:,:,1), ubar(:,:,2), vbar(:,:,2))"
"step3d_uv_org.f90","764","step3d_uv_tile","mp_exchange3d","4","4","u(:,:,:,nnew) | v(:,:,:,nnew) | Huon | Hvom","17","CALL mp_exchange3d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), u(:,:,:,nnew), v(:,:,:,nnew), Huon, Hvom)"
"step3d_uv_org.f90","771","step3d_uv_tile","mp_exchange2d","4","4","ubar(:,:,1) | vbar(:,:,1) | ubar(:,:,2) | vbar(:,:,2)","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), ubar(:,:,1), vbar(:,:,1), ubar(:,:,2), vbar(:,:,2))"
"uv_rotate.f90","160","uv_rotate2d","mp_exchange2d","2","2","Uout | Vout","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), Uout, Vout)"
"uv_rotate.f90","310","uv_rotate3d","mp_exchange3d","2","2","Uout | Vout","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, LBk, UBk, NghostPoints, EWperiodic(ng), NSperiodic(ng), Uout, Vout)"
"vorticity.f90","365","vorticity_tile","mp_exchange3d","2","2","pvor | rvor","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), pvor, rvor)"
"vorticity.f90","407","vorticity_tile","mp_exchange2d","2","2","pvor_bar | rvor_bar","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pvor_bar, rvor_bar)"
"wetdry.f90","266","wetdry_tile","mp_exchange2d","1","1","rmask_wet_avg","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), rmask_wet_avg)"
"wetdry.f90","355","wetdry_tile","mp_exchange2d","4","4","pmask_full | rmask_full | umask_full | vmask_full","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_full, rmask_full, umask_full, vmask_full)"
"wetdry.f90","562","wetdry_ini_tile","mp_exchange2d","4","4","pmask_full | rmask_full | umask_full | vmask_full","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_full, rmask_full, umask_full, vmask_full)"
"wetdry.f90","770","wetdry_mask_tile","mp_exchange2d","4","4","pmask_wet | rmask_wet | umask_wet | vmask_wet","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_wet, rmask_wet, umask_wet, vmask_wet)"
"wetdry.f90","999","wetdry_avg_mask_tile","mp_exchange2d","4","4","pmask_wet | rmask_wet | umask_wet | vmask_wet","15","CALL mp_exchange2d (ng, tile, iNLM, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask_wet, rmask_wet, umask_wet, vmask_wet)"
"wvelocity.f90","207","wvelocity_tile","mp_exchange2d","2","2","DU_avg1 | DV_avg1","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), DU_avg1, DV_avg1)"
"wvelocity.f90","310","wvelocity_tile","mp_exchange3d","1","1","wvel","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), wvel)"
